genome,sortase_present,sortase_count,lpxtg_present,lpxtg_count,bacteriocin_present,bacteriocin_count,crispr_cas_present,crispr_cas_count,stress_universal_present,stress_universal_count,clp_protease_present,clp_protease_count,phage_resistance_present,phage_resistance_count,amr_present,amr_count,virulence_present,virulence_count,phage_present,phage_count,total_genes
GCF_903886745.1_Streptococcus_thermophilus_CIRM_961_genomic,1,1.0,1,5.0,1,18.0,1,46.0,1,1.0,1,5.0,1,2.0,1,30.0,1,4.0,1,107.0,2278
GCF_903890635.1_Streptococcus_thermophilus_CIRM_967_genomic,1,1.0,1,4.0,1,18.0,1,46.0,1,1.0,1,5.0,1,2.0,1,30.0,1,4.0,1,107.0,2275
GCF_903890695.1_Streptococcus_thermophilus_CIRM_998_genomic,1,1.0,1,5.0,1,20.0,1,121.0,1,1.0,1,5.0,1,6.0,1,27.0,1,4.0,1,97.0,2329
GCF_903890795.1_Streptococcus_thermophilus_CIRM_1046_genomic,1,1.0,1,1.0,1,12.0,1,87.0,1,1.0,1,5.0,1,1.0,1,27.0,1,4.0,1,101.0,2200
GCF_903890815.1_Streptococcus_thermophilus_CIRM_1035_genomic,1,1.0,0,0.0,1,10.0,1,60.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,93.0,2106
GCF_903890825.1_Streptococcus_thermophilus_CIRM_1047_genomic,1,1.0,0,0.0,1,9.0,1,46.0,1,1.0,1,6.0,1,1.0,1,25.0,1,5.0,1,79.0,2078
GCF_903890905.1_Streptococcus_thermophilus_CIRM_1048_genomic,1,1.0,1,1.0,1,10.0,1,133.0,1,1.0,1,5.0,1,2.0,1,25.0,1,5.0,1,68.0,2197
GCF_903890925.1_Streptococcus_thermophilus_CIRM_1049_genomic,1,1.0,1,1.0,1,10.0,1,94.0,1,1.0,1,5.0,1,2.0,1,25.0,1,5.0,1,69.0,2159
GCF_903890945.1_Streptococcus_thermophilus_CIRM_1050_genomic,1,1.0,1,1.0,1,15.0,1,110.0,1,1.0,1,5.0,1,2.0,1,25.0,1,3.0,1,83.0,2180
GCF_903891015.1_Streptococcus_thermophilus_CIRM_1051_genomic,1,1.0,0,0.0,1,9.0,1,131.0,1,1.0,1,5.0,1,2.0,1,24.0,1,5.0,1,92.0,2206
GCF_903891025.1_Streptococcus_thermophilus_CIRM_1055_genomic,1,1.0,1,1.0,1,10.0,1,95.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,88.0,2166
GCF_903891105.1_Streptococcus_thermophilus_CIRM_1116_genomic,0,0.0,0,0.0,1,5.0,1,76.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,77.0,2093
GCF_903891135.1_Streptococcus_thermophilus_CIRM_1121_genomic,1,1.0,1,1.0,1,7.0,1,77.0,1,1.0,1,5.0,1,1.0,1,25.0,1,2.0,1,68.0,2095
GCF_903891195.1_Streptococcus_thermophilus_CIRM_1122_genomic,0,0.0,0,0.0,1,5.0,1,58.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,80.0,2079
GCF_903891205.1_Streptococcus_thermophilus_CIRM_1125_genomic,1,1.0,1,1.0,1,11.0,1,82.0,1,1.0,1,5.0,1,1.0,1,27.0,1,2.0,1,66.0,2071
GCF_903891245.1_Streptococcus_thermophilus_CIRM_1358_genomic,1,1.0,1,1.0,1,10.0,1,104.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,76.0,2120
GCF_903891305.1_Streptococcus_thermophilus_CIRM_2101_genomic,0,0.0,0,0.0,1,8.0,1,108.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,65.0,2097
GCF_903960675.1_Streptococcus_thermophilus_CIRM_67_genomic,0,0.0,0,0.0,1,8.0,1,56.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,62.0,2037
GCF_925285395.1_IM1424_genomic,1,1.0,1,1.0,1,10.0,1,128.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,52.0,2110
GCF_925301925.1_IM1340_genomic,1,1.0,1,1.0,1,9.0,1,121.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,62.0,2175
GCF_950101895.1_S-thermophilus_H23bM3_genomic,1,1.0,1,1.0,1,10.0,1,147.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,62.0,2117
GCF_950101905.1_S-thermophilus_H10bM5_genomic,1,1.0,0,0.0,1,9.0,1,124.0,1,1.0,1,5.0,1,2.0,1,24.0,1,6.0,1,52.0,2121
GCF_950101915.1_S-thermophilus_H23bM2_genomic,1,1.0,1,1.0,1,10.0,1,124.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,64.0,2102
GCF_950101925.1_S-thermophilus_H20bM1_genomic,1,1.0,1,1.0,1,10.0,1,65.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,45.0,2021
GCF_950101935.1_S-thermophilus_21bM2_genomic,1,1.0,1,1.0,1,10.0,1,38.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,51.0,2004
GCF_950101945.1_S-thermophilus_29bM1_genomic,1,1.0,0,0.0,1,12.0,1,173.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,54.0,2141
GCF_950101955.1_S-thermophilus_H26bM3_genomic,1,1.0,1,1.0,1,10.0,1,186.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,61.0,2156
GCF_950101965.1_S-thermophilus_19M1a_genomic,1,1.0,1,1.0,1,10.0,1,124.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,61.0,2095
GCF_950101975.1_S-thermophilus_H23bM1_genomic,0,0.0,0,0.0,1,9.0,1,55.0,1,1.0,1,5.0,1,3.0,1,26.0,1,4.0,1,44.0,2018
GCF_950101985.1_S-thermophilus_M134_genomic,1,1.0,1,3.0,1,18.0,1,123.0,1,1.0,1,5.0,1,5.0,1,29.0,1,5.0,1,71.0,2375
GCF_950101995.1_S-thermophilus_26bM3_genomic,1,1.0,1,1.0,1,10.0,1,158.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,56.0,2121
GCF_950102005.1_S-thermophilus_H26M3c_genomic,1,1.0,1,1.0,1,10.0,1,64.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,51.0,2036
GCF_950102015.1_S-thermophilus_H26bM2_genomic,1,1.0,1,1.0,1,10.0,1,170.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,62.0,2140
GCF_950102025.1_S-thermophilus_H14bM5_genomic,1,1.0,1,1.0,1,10.0,1,60.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,51.0,2031
GCF_950102035.1_S-thermophilus_26bM1_genomic,1,1.0,0,0.0,1,12.0,1,117.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,51.0,2073
GCF_950102045.1_S-thermophilus_19bM2_genomic,1,1.0,1,1.0,1,10.0,1,166.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,62.0,2137
GCF_950102055.1_S-thermophilus_H11bM2_genomic,1,1.0,0,0.0,1,12.0,1,160.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,51.0,2119
GCF_950102065.1_S-thermophilus_H11M1b_genomic,1,1.0,0,0.0,1,12.0,1,166.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,49.0,2123
GCF_950102075.1_S-thermophilus_H11M1c_genomic,1,1.0,0,0.0,1,12.0,1,165.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,52.0,2126
GCF_950102085.1_S-thermophilus_H11bM1_genomic,1,1.0,1,6.0,1,11.0,1,90.0,1,2.0,1,6.0,1,2.0,1,30.0,1,6.0,1,55.0,2178
GCF_950102095.1_S-thermophilus_H11M1a_genomic,1,1.0,0,0.0,1,12.0,1,108.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,53.0,2074
GCF_950102105.1_S-thermophilus_29bM2_genomic,1,1.0,1,1.0,1,10.0,1,64.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,48.0,2025
test,1,1.0,1,1.0,1,10.0,1,146.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,90.0,2201
GCF_000005845.2_ASM584v2_genomic,0,0.0,0,0.0,0,0.0,1,41.0,1,7.0,1,4.0,1,21.0,1,39.0,1,59.0,1,114.0,4753
GCF_000006765.1_ASM676v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,1,7.0,1,7.0,1,63.0,1,23.0,1,40.0,5835
GCF_000006865.1_ASM686v1_genomic,1,3.0,1,6.0,1,11.0,0,0.0,1,6.0,1,5.0,1,4.0,1,30.0,1,5.0,1,188.0,2505
GCF_000006965.1_ASM696v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,1,7.0,1,33.0,1,71.0,1,39.0,1,138.0,6426
GCF_000007045.1_ASM704v1_genomic,1,1.0,1,4.0,1,26.0,0,0.0,1,1.0,1,4.0,1,2.0,1,25.0,1,11.0,1,68.0,2133
GCF_000007625.1_ASM762v1_genomic,1,1.0,1,2.0,1,3.0,1,152.0,0,0.0,1,5.0,1,2.0,1,29.0,1,5.0,1,75.0,3068
GCF_000007645.1_ASM764v1_genomic,1,3.0,1,1.0,1,1.0,0,0.0,1,1.0,1,2.0,1,10.0,1,36.0,1,13.0,1,59.0,2519
GCF_000008065.1_ASM806v1_genomic,1,1.0,1,7.0,1,9.0,0,0.0,1,2.0,1,5.0,1,1.0,1,25.0,1,7.0,1,56.0,2006
GCF_000008925.1_ASM892v1_genomic,1,2.0,1,2.0,1,10.0,1,54.0,1,4.0,1,7.0,1,1.0,1,30.0,1,9.0,1,103.0,2290
GCF_000009045.1_ASM904v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,33.0,1,17.0,1,154.0,4438
GCF_000009425.1_ASM942v1_genomic,1,3.0,1,6.0,1,10.0,0,0.0,1,6.0,1,5.0,1,4.0,1,28.0,1,1.0,1,215.0,2714
GCF_000009745.1_ASM974v1_genomic,1,2.0,0,0.0,0,0.0,1,26.0,1,4.0,1,4.0,1,7.0,1,53.0,1,26.0,1,85.0,4856
GCF_000009825.1_ASM982v1_genomic,1,5.0,0,0.0,1,3.0,1,153.0,1,1.0,1,5.0,1,11.0,1,60.0,1,1.0,1,43.0,4604
GCF_000009925.1_ASM992v1_genomic,0,0.0,1,1.0,0,0.0,1,26.0,0,0.0,1,4.0,1,19.0,1,55.0,1,23.0,1,50.0,4545
GCF_000010145.1_ASM1014v1_genomic,1,1.0,1,2.0,0,0.0,1,109.0,1,3.0,1,4.0,1,3.0,1,25.0,1,9.0,1,163.0,2289
GCF_000010525.1_ASM1052v1_genomic,0,0.0,0,0.0,1,3.0,1,1.0,1,1.0,1,4.0,1,5.0,1,38.0,1,10.0,1,39.0,4896
GCF_000010725.1_ASM1072v1_genomic,0,0.0,0,0.0,1,1.0,1,327.0,1,4.0,1,8.0,1,7.0,1,66.0,1,27.0,1,283.0,7054
GCF_000011065.1_ASM1106v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,1,19.0,1,60.0,1,23.0,1,87.0,5053
GCF_000011365.1_ASM1136v1_genomic,1,2.0,0,0.0,0,0.0,0,0.0,1,2.0,1,7.0,1,12.0,1,91.0,1,16.0,1,176.0,8602
GCF_000011825.1_ASM1182v1_genomic,0,0.0,0,0.0,1,8.0,1,84.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,64.0,2107
GCF_000011845.1_ASM1184v1_genomic,0,0.0,0,0.0,1,5.0,1,60.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,74.0,2085
GCF_000011985.1_ASM1198v1_genomic,1,1.0,1,2.0,1,8.0,1,63.0,1,2.0,1,4.0,1,1.0,1,24.0,1,9.0,1,37.0,2055
GCF_000012825.1_ASM1282v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,4.0,1,19.0,1,55.0,1,15.0,1,114.0,4323
GCF_000012845.1_ASM1284v1_genomic,0,0.0,0,0.0,0,0.0,1,17.0,0,0.0,1,3.0,1,16.0,1,51.0,1,25.0,1,36.0,4129
GCF_000012905.2_ASM1290v2_genomic,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,6.0,1,9.0,1,37.0,1,16.0,1,70.0,4444
GCF_000013285.1_ASM1328v1_genomic,1,7.0,1,4.0,1,3.0,0,0.0,0,0.0,1,3.0,1,1.0,1,32.0,1,7.0,1,33.0,3063
GCF_000013345.1_ASM1334v1_genomic,0,0.0,0,0.0,1,13.0,1,164.0,0,0.0,1,6.0,1,8.0,1,47.0,1,22.0,1,129.0,5010
GCF_000014025.1_ASM1402v1_genomic,0,0.0,1,1.0,0,0.0,1,1.0,1,1.0,1,3.0,1,3.0,1,34.0,1,4.0,1,22.0,2355
GCF_000014365.2_ASM1436v2_genomic,1,1.0,1,4.0,1,26.0,0,0.0,1,1.0,1,5.0,1,2.0,1,25.0,1,11.0,1,68.0,2138
GCF_000014385.1_ASM1438v1_genomic,1,2.0,0,0.0,1,3.0,0,0.0,1,3.0,1,4.0,1,4.0,1,24.0,1,3.0,1,16.0,1902
GCF_000014405.1_ASM1440v1_genomic,1,1.0,0,0.0,1,1.0,1,50.0,1,1.0,1,5.0,1,1.0,1,27.0,1,6.0,1,46.0,2100
GCF_000014425.1_ASM1442v1_genomic,1,2.0,1,4.0,1,6.0,0,0.0,1,2.0,1,5.0,1,1.0,1,27.0,1,14.0,1,62.0,1937
GCF_000014445.1_ASM1444v1_genomic,1,4.0,0,0.0,1,4.0,0,0.0,1,3.0,1,7.0,1,5.0,1,35.0,1,4.0,1,41.0,2151
GCF_000014485.1_ASM1448v1_genomic,1,1.0,0,0.0,1,8.0,1,74.0,1,1.0,1,5.0,1,4.0,1,25.0,1,4.0,1,91.0,2165
GCF_000014505.1_ASM1450v1_genomic,1,1.0,1,3.0,1,3.0,0,0.0,1,6.0,1,5.0,1,2.0,1,28.0,1,3.0,1,38.0,1851
GCF_000014525.1_ASM1452v1_genomic,1,4.0,1,6.0,1,11.0,1,48.0,1,3.0,1,3.0,0,0.0,1,32.0,1,13.0,1,175.0,2985
GCF_000014545.1_ASM1454v1_genomic,1,2.0,1,6.0,1,10.0,0,0.0,1,6.0,1,4.0,1,6.0,1,28.0,1,5.0,1,282.0,2856
GCF_000015385.1_ASM1538v1_genomic,1,2.0,1,1.0,1,2.0,1,51.0,1,2.0,1,4.0,1,1.0,1,26.0,1,15.0,1,239.0,2352
GCF_000016325.1_ASM1632v1_genomic,0,0.0,0,0.0,0,0.0,1,79.0,1,8.0,1,5.0,1,28.0,1,48.0,1,33.0,1,109.0,4714
GCF_000017025.1_ASM1702v1_genomic,1,2.0,0,0.0,1,4.0,1,19.0,1,1.0,1,5.0,1,1.0,1,49.0,1,9.0,1,72.0,3709
GCF_000017045.1_ASM1704v1_genomic,1,2.0,0,0.0,1,4.0,1,19.0,1,1.0,1,3.0,1,1.0,1,46.0,1,6.0,1,33.0,3587
GCF_000017065.1_ASM1706v1_genomic,1,2.0,0,0.0,1,5.0,1,28.0,1,1.0,1,5.0,1,1.0,1,49.0,1,8.0,1,76.0,3871
GCF_000017965.1_ASM1796v1_genomic,1,2.0,1,1.0,1,3.0,1,9.0,1,3.0,1,3.0,1,2.0,1,66.0,1,3.0,1,58.0,5051
GCF_000018985.1_ASM1898v1_genomic,1,1.0,1,5.0,1,27.0,0,0.0,1,1.0,1,5.0,1,2.0,1,23.0,1,13.0,1,112.0,2234
GCF_000019005.1_ASM1900v1_genomic,1,1.0,1,5.0,1,26.0,0,0.0,1,1.0,1,5.0,1,2.0,1,25.0,1,12.0,1,94.0,2240
GCF_000019025.1_ASM1902v1_genomic,1,5.0,1,4.0,1,23.0,0,0.0,1,1.0,1,5.0,1,2.0,1,23.0,1,9.0,1,117.0,2230
GCF_000019045.1_ASM1904v1_genomic,1,1.0,0,0.0,1,2.0,1,302.0,1,2.0,1,3.0,1,4.0,1,33.0,1,13.0,1,113.0,3399
GCF_000019245.4_ASM1924v3_genomic,1,4.0,1,7.0,1,12.0,1,31.0,1,3.0,1,4.0,1,3.0,1,36.0,1,15.0,1,63.0,2824
GCF_000019265.1_ASM1926v1_genomic,1,4.0,1,5.0,1,29.0,0,0.0,1,1.0,1,5.0,1,3.0,1,27.0,1,11.0,1,145.0,2387
GCF_000019825.1_ASM1982v1_genomic,1,1.0,1,3.0,1,30.0,0,0.0,1,1.0,1,5.0,1,1.0,1,24.0,1,8.0,1,78.0,3056
GCF_000019965.1_ASM1996v1_genomic,1,2.0,1,1.0,1,1.0,0,0.0,1,1.0,1,4.0,1,19.0,1,26.0,1,6.0,1,7.0,4758
GCF_000019985.1_ASM1998v1_genomic,1,1.0,1,3.0,1,29.0,0,0.0,1,1.0,1,5.0,1,3.0,1,25.0,1,12.0,1,101.0,2308
GCF_000020225.1_ASM2022v1_genomic,1,2.0,0,0.0,0,0.0,1,29.0,1,1.0,1,3.0,1,1.0,1,35.0,1,7.0,1,14.0,2275
GCF_000020425.1_ASM2042v1_genomic,1,3.0,0,0.0,1,8.0,0,0.0,0,0.0,1,4.0,1,8.0,1,19.0,1,18.0,1,105.0,2667
GCF_000021325.1_ASM2132v1_genomic,0,0.0,0,0.0,0,0.0,1,205.0,0,0.0,1,6.0,1,8.0,1,52.0,1,29.0,1,150.0,3889
GCF_000021425.1_ASM2142v1_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,15.0,1685
GCF_000022705.1_ASM2270v1_genomic,1,2.0,0,0.0,0,0.0,1,49.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1681
GCF_000022765.1_ASM2276v1_genomic,1,2.0,0,0.0,1,7.0,1,28.0,1,1.0,1,6.0,1,1.0,1,47.0,1,9.0,1,122.0,4037
GCF_000022965.1_ASM2296v1_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,14.0,1677
GCF_000023205.1_ASM2320v1_genomic,0,0.0,1,1.0,1,1.0,0,0.0,1,1.0,1,4.0,1,12.0,1,26.0,1,9.0,1,86.0,2351
GCF_000023585.1_ASM2358v1_genomic,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,4.0,1,34.0,1,83.0,1,6.0,1,50.0,6458
GCF_000024945.1_ASM2494v1_genomic,1,1.0,1,1.0,1,2.0,1,90.0,1,1.0,1,3.0,1,2.0,1,25.0,1,11.0,1,1.0,2019
GCF_000025045.1_ASM2504v1_genomic,1,4.0,1,4.0,1,15.0,0,0.0,1,7.0,1,5.0,1,4.0,1,33.0,1,2.0,1,128.0,2679
GCF_000025205.1_ASM2520v1_genomic,1,2.0,0,0.0,1,1.0,1,23.0,0,0.0,1,3.0,1,2.0,1,10.0,1,20.0,1,4.0,1347
GCF_000025245.1_ASM2524v1_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,15.0,1679
GCF_000025565.1_ASM2556v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,7.0,1,7.0,1,31.0,1,43.0,1,45.0,1,251.0,5726
GCF_000025965.1_ASM2596v1_genomic,1,2.0,0,0.0,0,0.0,1,214.0,1,2.0,1,3.0,1,19.0,1,36.0,1,43.0,1,191.0,4812
GCF_000025985.1_ASM2598v1_genomic,0,0.0,1,1.0,0,0.0,1,72.0,0,0.0,1,3.0,1,14.0,1,53.0,1,18.0,1,45.0,4532
GCF_000026185.1_ASM2618v1_genomic,0,0.0,0,0.0,1,2.0,1,54.0,1,3.0,1,6.0,1,22.0,1,39.0,1,28.0,1,53.0,3948
GCF_000026485.1_ASM2648v1_genomic,1,5.0,1,10.0,1,12.0,1,23.0,1,3.0,1,6.0,1,2.0,1,33.0,1,15.0,1,146.0,3117
GCF_000026505.1_ASM2650v1_genomic,1,4.0,1,6.0,1,10.0,1,39.0,1,3.0,1,4.0,1,1.0,1,33.0,1,10.0,1,119.0,2939
GCF_000026665.1_ASM2666v1_genomic,1,1.0,1,4.0,1,32.0,0,0.0,1,1.0,1,5.0,1,3.0,1,25.0,1,14.0,1,116.0,2332
GCF_000039765.1_ASM3976v1_genomic,1,1.0,0,0.0,0,0.0,0,0.0,1,4.0,1,4.0,1,10.0,1,54.0,1,32.0,1,66.0,4724
GCF_000046845.1_ASM4684v1_genomic,0,0.0,0,0.0,0,0.0,1,179.0,1,3.0,1,5.0,1,6.0,1,52.0,1,6.0,1,36.0,3556
GCF_000056065.1_ASM5606v1_genomic,1,1.0,1,1.0,1,2.0,1,89.0,1,1.0,1,5.0,1,1.0,1,24.0,1,6.0,1,49.0,2132
GCF_000063585.1_ASM6358v1_genomic,1,2.0,0,0.0,1,6.0,1,19.0,1,1.0,1,3.0,1,1.0,1,50.0,1,5.0,1,84.0,3756
GCF_000070465.1_ASM7046v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,4.0,1,7.0,1,31.0,1,15.0,1,68.0,3494
GCF_000091405.1_ASM9140v1_genomic,1,1.0,1,1.0,1,2.0,0,0.0,1,2.0,1,5.0,0,0.0,1,28.0,1,7.0,1,49.0,1842
GCF_000091725.1_ASM9172v1_genomic,1,4.0,1,1.0,0,0.0,1,74.0,0,0.0,1,4.0,1,4.0,1,25.0,1,5.0,1,87.0,2451
GCF_000092325.1_ASM9232v1_genomic,1,3.0,0,0.0,1,1.0,0,0.0,0,0.0,1,4.0,1,10.0,1,21.0,1,11.0,1,47.0,2096
GCF_000092345.1_ASM9234v1_genomic,1,2.0,0,0.0,1,5.0,1,28.0,1,1.0,1,5.0,1,1.0,1,46.0,1,8.0,1,72.0,4096
GCF_000092365.1_ASM9236v1_genomic,1,2.0,1,2.0,0,0.0,1,132.0,1,1.0,1,5.0,1,2.0,1,8.0,1,8.0,1,28.0,2028
GCF_000092765.1_ASM9276v1_genomic,1,2.0,0,0.0,0,0.0,1,43.0,0,0.0,1,4.0,1,4.0,1,21.0,1,5.0,1,15.0,1674
GCF_000143205.1_ASM14320v1_genomic,1,3.0,1,6.0,1,12.0,0,0.0,1,6.0,1,5.0,1,4.0,1,28.0,1,1.0,1,215.0,2711
GCF_000143435.1_ASM14343v1_genomic,1,2.0,1,2.0,1,10.0,1,59.0,1,4.0,1,7.0,1,1.0,1,30.0,1,10.0,1,94.0,2378
GCF_000145235.1_ASM14523v1_genomic,1,6.0,1,6.0,1,9.0,0,0.0,1,1.0,1,7.0,1,24.0,1,95.0,1,34.0,1,72.0,6422
GCF_000146975.1_ASM14697v1_genomic,1,2.0,1,3.0,1,25.0,0,0.0,1,1.0,1,5.0,1,1.0,1,23.0,1,9.0,1,101.0,2248
GCF_000147095.1_ASM14709v1_genomic,1,4.0,1,3.0,1,28.0,0,0.0,1,1.0,1,5.0,1,2.0,1,24.0,1,11.0,1,176.0,2430
GCF_000148815.2_ASM14881v1_genomic,1,2.0,1,11.0,1,16.0,0,0.0,1,8.0,1,4.0,1,5.0,1,48.0,1,7.0,1,102.0,3209
GCF_000154765.2_ASM15476v2_genomic,1,1.0,0,0.0,0,0.0,0,0.0,1,3.0,1,7.0,1,10.0,1,48.0,1,18.0,1,56.0,4051
GCF_000155355.1_ASM15535v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,33.0,1,16.0,1,151.0,4483
GCF_000155375.1_ASM15537v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,33.0,1,16.0,1,152.0,4507
GCF_000155515.2_ASM15551v2_genomic,1,3.0,1,8.0,1,12.0,1,45.0,1,3.0,1,6.0,1,2.0,1,37.0,1,12.0,1,100.0,3043
GCF_000158275.2_ASM15827v2_genomic,0,0.0,0,0.0,0,0.0,1,47.0,0,0.0,1,3.0,0,0.0,1,32.0,1,29.0,1,67.0,2549
GCF_000159155.2_ASM15915v2_genomic,0,0.0,1,6.0,1,1.0,1,60.0,0,0.0,1,3.0,1,3.0,1,8.0,1,10.0,1,6.0,1409
GCF_000165775.1_ASM16577v3_genomic,1,1.0,1,2.0,1,6.0,1,82.0,1,2.0,1,4.0,1,5.0,1,26.0,1,16.0,1,177.0,2473
GCF_000165905.1_ASM16590v1_genomic,1,5.0,1,6.0,0,0.0,0,0.0,0,0.0,1,4.0,1,2.0,1,19.0,1,8.0,1,32.0,1897
GCF_000166315.1_ASM16631v1_genomic,1,5.0,1,3.0,0,0.0,1,60.0,0,0.0,1,4.0,1,11.0,1,19.0,1,4.0,1,32.0,1955
GCF_000174395.2_ASM17439v2_genomic,1,6.0,1,9.0,1,8.0,0,0.0,1,4.0,1,5.0,1,11.0,1,41.0,1,20.0,1,198.0,3091
GCF_000175935.2_ASM17593v2_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,1,3.0,1,32.0,1,61.0,1,27.0,1,82.0,6100
GCF_000180515.1_ASM18051v2_genomic,1,1.0,1,5.0,1,16.0,0,0.0,1,1.0,1,5.0,0,0.0,1,22.0,1,9.0,1,155.0,2359
GCF_000182835.1_ASM18283v1_genomic,1,1.0,1,3.0,1,2.0,1,130.0,1,1.0,1,6.0,1,2.0,1,28.0,1,5.0,1,111.0,2307
GCF_000182875.1_ASM18287v1_genomic,1,1.0,1,1.0,1,10.0,1,133.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,88.0,2188
GCF_000186085.1_ASM18608v1_genomic,1,1.0,0,0.0,1,10.0,0,0.0,1,1.0,1,2.0,1,18.0,1,34.0,1,17.0,1,160.0,4573
GCF_000186585.1_ASM18658v1_genomic,1,1.0,0,0.0,1,1.0,0,0.0,1,4.0,1,4.0,1,6.0,1,53.0,1,32.0,1,47.0,4623
GCF_000187705.1_ASM18770v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,1,4.0,1,6.0,1,36.0,1,59.0,1,38.0,1,139.0,5335
GCF_000189515.1_ASM18951v1_genomic,1,2.0,1,3.0,1,9.0,1,97.0,1,2.0,1,4.0,1,3.0,1,29.0,1,18.0,1,155.0,2468
GCF_000190535.1_ASM19053v1_genomic,0,0.0,0,0.0,0,0.0,1,150.0,0,0.0,1,3.0,1,12.0,1,46.0,1,12.0,1,75.0,3936
GCF_000191165.1_ASM19116v1_genomic,1,1.0,0,0.0,1,2.0,1,28.0,1,1.0,1,5.0,1,1.0,1,29.0,1,6.0,1,52.0,2094
GCF_000191545.1_ASM19154v1_genomic,1,1.0,1,3.0,1,4.0,0,0.0,1,2.0,1,4.0,1,4.0,1,27.0,1,6.0,1,115.0,2204
GCF_000192705.1_ASM19270v1_genomic,1,3.0,1,6.0,1,20.0,0,0.0,1,6.0,1,4.0,1,4.0,1,32.0,1,3.0,1,145.0,2628
GCF_000193205.1_ASM19320v1_genomic,1,2.0,1,1.0,0,0.0,0,0.0,1,3.0,1,4.0,1,4.0,1,26.0,1,6.0,1,34.0,2028
GCF_000193395.1_ASM19339v1_genomic,0,0.0,0,0.0,0,0.0,1,128.0,0,0.0,1,2.0,1,5.0,1,36.0,1,12.0,1,25.0,2539
GCF_000194745.1_ASM19474v1_genomic,0,0.0,0,0.0,1,1.0,1,17.0,1,5.0,1,8.0,1,28.0,1,101.0,1,35.0,1,173.0,7896
GCF_000194765.1_ASM19476v1_genomic,1,5.0,1,10.0,1,12.0,1,49.0,1,3.0,1,6.0,1,2.0,1,33.0,1,15.0,1,151.0,3217
GCF_000194785.1_ASM19478v1_genomic,1,5.0,1,10.0,1,12.0,1,45.0,1,3.0,1,6.0,1,2.0,1,33.0,1,15.0,1,126.0,3131
